age,daily_screen_time_hours,phone_usage_before_sleep_minutes,sleep_duration_hours,sleep_quality_score,stress_level,physical_activity_minutes,notifications_received_per_day,mental_fatigue_score
34,1.55,21,7.83,8.34,3.42,103,235,4.71
35,5.25,107,4.49,4.65,7.76,86,174,8.26
59,3.83,66,8.45,6.54,4.8,27,250,3.45
37,6.29,41,6.52,7.09,5.64,79,102,6.36
54,6.4,51,4.71,3.96,8.38,92,63,8.2
35,7.13,16,4.44,6.77,8.13,96,103,8.43
34,6.19,13,6.2,5.74,8.03,31,113,7.46
26,4.43,63,4.03,8.13,5.02,118,181,5.85
31,1.21,44,8.81,10,1,110,58,1.51
46,9.15,63,4.85,4.1,10,22,257,8.46
48,3.94,29,6.1,9.27,3.31,46,134,2.98
21,5.56,12,7.03,6.26,5.91,46,104,4.95
35,6.01,25,7.37,5.29,8.13,45,20,9.12
37,3.83,103,6.82,4.7,10,116,157,10
26,3.78,31,4.89,6.06,5.57,32,222,5.09
30,3.35,45,6.36,7.6,5.17,118,83,5.05
32,3.19,97,5.61,5.63,7.59,41,248,8.02
44,1.27,50,4.45,10,1.14,96,180,2.31
32,9.62,86,5.94,3.24,10,37,37,9.39
45,6.36,33,7.04,5.51,8.62,66,197,8.89
54,1.97,107,4.51,6.68,3.07,33,57,3.26
36,6.33,115,4.82,5.36,9.71,48,133,8.42
43,3.09,75,4.43,7.75,4.33,27,230,4.87
43,3.8,86,4.01,7.66,6.71,7,189,6.2
42,8.21,27,8.68,5.72,10,48,127,10
43,8.97,18,8.19,6.56,7.02,72,133,6.07
43,7.3,47,5.16,5.61,8.89,4,155,8.43
45,9.39,97,6.89,3.92,10,30,92,8.75
35,9.15,71,8.01,4.66,10,52,229,8.83
49,5.96,33,5.83,6.38,6.33,34,145,6.59
20,9.17,105,7.7,3.69,10,57,192,10
19,5.9,15,8.34,6,8.7,98,109,7.7
50,1.94,70,6.49,6.42,4.27,4,133,4.02
59,8.47,26,8.44,6.56,10,32,33,10
36,2.18,50,5.05,7.89,3.7,110,115,3.19
34,3.84,83,8.51,5.87,9.11,12,184,9.47
50,4.42,53,8.03,7.21,4.36,24,260,4.86
29,8.27,98,8.2,5.54,10,106,239,9.5
20,1.75,16,4.02,9.67,2.11,23,54,2.24
43,5,91,7.32,6.94,5.56,118,202,6.68
52,4.93,71,6,5.36,9.35,10,224,8.95
25,6.24,67,7.02,4.91,8.5,114,156,8.08
53,4.18,96,4.42,5.77,8.45,82,207,8.53
24,6.19,113,5.18,5.5,7.57,10,250,8.22
53,9.87,85,5.76,4.21,10,96,138,10
33,1.64,94,7.59,7.69,3.57,29,231,1.87
41,8.87,0,6.76,6.95,10,13,217,10
18,3.78,104,4.07,6.49,6.02,64,196,5.14
42,5.19,13,5.67,8.11,3.69,94,134,3.15
27,7.67,6,8.7,4.2,10,66,107,9.22
33,9.19,63,4.9,4.91,9.97,106,170,9.46
33,1.08,71,5.18,10,2.72,24,40,2.96
25,6.96,7,5.54,6.68,7.84,24,227,9.13
46,1.63,53,5.34,8.26,1.92,50,128,4.34
56,5.73,23,4.61,6.99,6.43,117,118,5.61
45,7.75,54,5.56,5.33,10,17,202,8.72
23,2.53,0,6.7,7.65,5.74,43,111,5.3
33,7.87,98,7.38,4.76,10,57,53,10
37,3.79,104,7.21,5.92,5.68,53,235,5.19
33,6.49,71,4.81,5.42,8.92,33,161,10
24,6.92,68,7.07,4.72,8.93,13,117,6.63
58,6.84,31,5.79,6.77,8.4,108,259,8.57
31,1.17,0,8.11,8.06,1.73,43,255,1.25
43,2.37,65,5.81,7.36,5.32,26,191,4.23
43,8.71,41,8.88,6.07,9.01,63,186,9.23
31,9.46,109,7.07,4.5,10,94,113,8.57
24,6.07,78,6.14,5.48,8.97,42,125,9.76
50,6.37,105,6.52,3.25,10,1,65,10
43,7.8,8,4.88,7.46,8.64,53,180,10
37,4.65,75,7.4,6.17,6.99,31,159,6.92
20,3.95,73,8.82,6.32,6.21,36,35,6.54
21,7.91,23,6.57,5.86,9.62,97,74,10
43,1.25,104,8.96,7.87,3.23,33,84,3.78
28,8.97,113,4.75,3.4,10,93,61,10
19,4.97,18,7.19,7.31,3.74,32,89,5.07
31,5.54,50,7.39,6.73,8.02,23,239,7.16
47,6.71,80,5.56,4.07,9.81,32,24,9.88
29,3.47,1,5.76,7.65,3.2,25,28,2.18
43,6.38,9,8.73,7.41,5.59,40,212,7.32
50,7.24,68,7.06,6.57,9.66,99,67,9.22
30,2.06,102,7.91,8.24,3.76,40,252,2.67
31,5.68,5,7.63,6.46,5.25,58,140,4.64
41,3.96,61,7.05,7.81,4.95,5,188,4.08
51,6.02,65,4.24,5.2,8.32,56,275,7.96
43,1.19,7,7.31,8.82,1.9,16,292,1.8
38,7.68,67,5.72,4.02,9.23,87,215,7.01
45,2.52,58,6.35,7.52,4.63,15,76,4.72
53,7.2,49,8.26,5.08,10,43,251,9.22
57,7.92,94,8.84,5.61,9.5,23,192,6.89
19,7.77,35,7.47,4.3,10,68,47,10
59,8.36,7,5.16,6.37,8.31,87,43,8.93
26,3.77,94,5.59,8.17,4.06,117,253,4.23
40,9.7,16,4.69,4.61,10,89,234,9.18
32,1.21,58,6.9,9.95,1,83,228,1
30,5.33,109,8.65,4.06,10,91,126,9.12
40,3.43,103,8.05,7.89,3.83,19,83,4.67
34,7.66,77,6.72,3.74,10,92,239,9.05
19,8.25,7,8.71,5.83,9.88,97,119,10
37,8.4,88,8.48,3.06,10,50,117,10
37,3.67,77,5.81,7.36,6.59,53,85,6.8
20,3.47,86,6.75,8.85,3.91,27,178,4.71
29,7.09,42,5.48,5.28,10,55,294,9.79
57,9.35,104,4.04,2.15,10,89,181,10
19,3.29,62,6.26,6.94,6.94,110,71,7.32
53,9.2,80,7.75,4.97,10,31,242,10
31,6.32,112,7.17,5.4,9.7,20,184,10
33,7.64,11,8.63,8.94,5.71,60,156,7.87
36,4.96,83,7.43,6.16,6.31,81,78,6.05
51,8.26,97,4.71,5.63,10,75,65,10
23,9.73,55,5.33,2.41,10,34,152,8.26
30,2.54,48,4.63,9.61,2.33,117,283,1.71
53,4.47,51,7.97,6.88,5.45,21,142,5.72
39,8.76,10,8.75,5.37,8.47,116,293,8.3
35,2.59,26,5.13,6.66,5.2,56,221,6.82
29,4.72,61,7.83,6,8.73,92,263,8.47
47,2.5,8,6.19,8.34,2.49,18,260,3.65
57,6.84,81,5.78,5.74,8.13,17,148,7.21
24,3.14,101,8.93,6.62,5.64,55,53,6.37
49,4.43,35,5.73,9.4,3.85,17,191,4.46
36,5.42,45,7.31,4.64,8.39,63,188,6.71
23,3.67,91,7.56,7.16,3.97,43,187,3.54
37,7.12,83,7.87,2.49,10,60,149,10
44,2,117,8.31,6.98,3.77,46,86,4.34
54,8.92,105,6.83,4.25,10,48,238,10
24,5.33,28,7.02,6.59,6.05,79,37,4.9
22,6.16,67,7.56,7.23,6.46,107,252,5.5
28,6.6,78,4.74,6.12,7.36,58,131,6.68
32,1.54,40,5,8.98,2.02,55,210,3
20,7.81,107,7.82,4.66,9.75,82,258,10
22,9.51,27,4.67,4.14,10,48,227,9.13
40,5.68,63,7.44,5.86,7.76,115,79,7.9
54,4.52,103,4.16,8.26,4.99,8,119,6.17
26,8.06,23,5.69,5.33,10,32,149,10
32,7.48,100,7.31,3.52,10,55,148,10
20,6.86,15,7.53,7.86,8.43,76,180,8.98
46,9.69,21,7.15,5.83,10,74,286,10
23,6.24,46,6.21,5.97,7.4,96,176,6.26
34,3.24,16,5.27,7.11,3.65,100,271,3.1
43,1.22,0,7.07,10,1,29,177,3.14
38,5.08,30,4.92,6.6,5.88,102,46,7.67
25,6.87,88,4.3,5.79,8.41,45,263,8.31
38,2.55,11,4.1,9.54,1.82,8,105,1.26
28,1.23,19,5.34,8.99,1,22,293,1
55,9.18,18,4.15,6.04,8.91,87,175,10
25,3.72,4,5.25,7.79,3.39,95,72,3.39
59,5.19,14,5.45,6.5,7.63,112,185,8.58
41,1.82,104,5.72,5.78,5,101,42,4.99
52,4.43,24,7.57,8.38,5.39,3,240,6.41
31,4.81,34,6.21,6.6,5.11,43,23,3.93
31,9.12,107,8.93,3.78,10,40,48,9.59
27,8.79,54,8.74,4.96,10,45,59,10
29,2.7,62,8.91,7.82,4.11,26,275,5.55
55,6,114,6.06,4.7,9.94,10,191,9.67
51,7.58,46,4.22,4.99,9.29,84,228,9.21
58,3.63,66,8.3,7.17,5.98,77,80,7.2
27,4.55,115,6.17,3.4,8.83,81,91,9.86
34,9.86,81,7.21,1.43,10,87,264,10
34,7.84,63,8.22,5.73,10,19,219,9.22
20,4.93,21,7.04,8.74,5.84,104,263,7.39
48,5.81,79,7.68,6.35,5.89,89,57,4.73
18,6.63,78,5.24,6.99,6.33,30,121,7.64
29,5.49,68,4.98,6.83,7.01,115,215,6.16
56,4.7,105,6.78,6.34,7.9,79,141,7.51
21,4.23,105,7.19,4.86,5.51,40,50,4.89
59,2.52,76,8.36,7.79,1.92,47,30,2.99
30,9.76,113,8.11,2.48,10,105,278,10
51,1.82,91,8.95,6.22,7.51,102,278,7.22
59,6.41,73,8.83,6.21,8.25,18,20,9.79
38,9.64,79,7.12,4.09,10,70,258,9.3
39,4.37,1,6.52,8.07,4.67,51,274,2.96
21,3.27,113,7.8,6.2,4.28,15,153,3.29
35,9.6,99,5.31,5.23,10,23,222,9.86
22,8.22,114,5.76,4.7,9.05,69,203,8.41
36,6.9,24,7.84,5.47,8.21,103,114,7.56
19,6.51,60,8.75,5.68,8.39,79,41,8.39
29,4.24,4,8.48,6.32,6.73,99,150,4.96
34,6.77,27,4.36,4.94,10,38,203,10
27,7.53,80,5.16,4.4,9,14,45,8.68
51,1.29,65,5.37,8.46,5.2,103,41,5.72
23,2.06,14,5.92,8.78,2.6,113,47,1.83
25,3.84,54,4.35,7.11,3.98,3,162,4.32
28,3.91,119,5.15,2.57,10,55,217,10
29,9.1,37,7.58,3.54,10,1,144,10
26,7.16,92,5.22,4.28,9.42,77,40,7.74
19,4.36,22,8.71,8.1,3.8,21,232,5.39
25,8.28,81,6.12,4.13,10,65,93,10
28,3.91,13,4.5,7.9,4.07,19,108,3.48
53,9.92,31,8.21,4.19,10,3,269,9.39
27,8.03,43,8.58,6.77,8.68,115,270,8.84
38,8.28,69,8.64,4.98,9.26,97,35,8.46
37,3.35,91,6.47,6.49,7.43,81,256,7.4
25,2.31,117,8.6,8.35,3.43,113,82,5.21
53,4.51,115,7.55,5.29,7.97,47,186,6.13
46,4.01,115,4.98,5.79,5.51,54,263,5.95
59,7.93,81,6.67,3.2,10,110,76,10
29,2.57,98,6.16,7.81,4.99,112,79,4.84
31,5.75,57,6.26,6.17,6.99,83,96,7.21
38,6.65,101,6.07,5.54,7.96,89,209,8.2
39,4.47,3,4.88,9.12,2.9,70,116,3.54
38,2.81,114,5.95,8.49,2.45,53,129,2.76
47,9.06,61,6.56,4.12,10,82,119,10
56,2.25,112,5.43,7.22,3.54,23,220,4.24
37,3.73,59,4.88,7.36,4.79,10,299,5.62
41,7.81,94,4.99,4.81,10,15,250,10
40,6.45,74,4.96,5.49,8.8,64,222,7.8
24,7.58,109,6.23,5.58,10,99,157,8.54
26,8.28,58,5.05,4.49,10,91,43,10
18,9.06,74,7.59,6.1,8.62,12,152,8.32
43,3.74,28,5.68,7.27,6.38,74,136,6
55,5.27,18,8.7,6.33,7.42,117,290,7.57
55,7.19,16,4.31,5.35,9.41,5,84,8.74
39,8.15,3,5.55,5.35,9.82,93,277,9.51
27,6.2,43,7.69,6.17,7.05,51,56,8.07
23,5.62,3,7.42,5.52,5.83,57,287,5.55
34,7.23,58,6.1,3.62,10,100,227,9.46
55,4.44,11,8.35,6.78,7.09,33,183,6.99
41,9.04,112,4.36,3.75,10,49,30,10
27,2.91,46,6.55,7.97,2.53,27,33,1.57
25,8.96,6,5,5.15,10,72,119,10
38,6.79,84,5.87,5.33,7.74,94,213,7.59
23,6.41,96,7.5,4.86,10,69,54,10
38,5.23,100,4.49,5.13,7.13,59,82,7.73
56,2.39,11,4.22,9.32,3.1,57,179,3.71
41,8.78,70,6.1,4.63,10,69,235,10
50,1.47,53,5.36,8.76,3,99,238,2.2
35,3.43,57,7.6,7.32,5.48,19,105,5.65
45,1.99,62,4.33,8.15,4.76,39,268,5.12
49,1.96,14,8.83,9.35,1,95,119,1
29,4.51,36,7.1,9.08,2.65,61,146,2.78
59,2.44,55,6.51,7.42,3.55,110,33,4.8
44,6.23,72,6.06,5.08,10,112,148,9.38
27,6.64,96,7.75,6.5,7.16,95,148,8.04
59,8.94,101,5.78,3.22,10,4,123,9.94
49,3.7,79,7.88,6.82,5.83,37,289,5.57
59,3.78,30,7.55,7.02,5.16,100,21,4.88
43,3.22,14,6.76,9.16,4.1,9,41,3.32
42,8.04,1,8.44,5.65,9.67,100,162,10
28,4.85,12,5.73,6.54,7.77,110,122,5.62
40,5.97,119,4.29,4.5,10,65,71,9.45
51,4.37,4,5.88,8.46,4.66,70,84,4.68
57,2.41,47,8.38,8.04,3.22,74,99,2.2
40,1.92,32,4.39,8.51,3.34,64,270,3.46
46,8.81,31,7.82,5.54,10,77,102,10
48,3.39,52,8.13,6.25,5.41,84,273,5.55
24,9.47,105,6.14,3.97,10,5,156,9.99
57,9.53,111,4.97,4.76,10,111,156,10
50,5.31,108,5.78,6.49,7.09,89,61,7.58
38,9.63,20,5.99,4.27,8.92,16,160,10
19,1.26,65,8.66,7.97,3.74,25,43,3.63
35,1.82,99,5.42,6.08,5.26,6,257,3.95
50,3.19,60,8.86,7.37,4.77,47,211,4.8
54,2.88,53,4.54,5.87,5.34,64,54,6.03
51,3.27,96,8.87,5.59,5.1,78,290,5.46
37,5.07,74,5.12,5.82,6.61,94,168,7.93
52,1.57,40,4.84,7.81,2.3,35,209,1.53
35,6,86,4.6,6.12,9.14,69,214,9.12
41,3.79,37,5.58,8.87,2.78,18,112,1.84
25,1.64,32,7.08,8.85,1.67,5,282,2.73
47,7.78,103,7.33,5.4,10,29,236,10
27,6.88,7,5.85,6.4,9.58,34,66,7.61
40,8.14,99,5.15,4.72,10,108,238,9.14
28,9.45,35,8.98,4.63,10,56,222,9.93
19,6.27,32,5.35,7.15,8.18,16,118,6.26
43,8.08,28,5.89,7.02,9.34,79,94,8.13
53,2.79,94,6.4,7.87,4.75,61,135,3.18
50,4.69,56,7.7,5.18,8.66,9,267,8.72
30,5.77,93,4.76,4.47,8.45,99,293,8.8
57,5.87,71,5.33,6.18,6.93,108,231,5.98
42,7.47,60,8.98,5.36,9.67,17,153,9.35
21,8.16,89,8.13,5.47,10,73,123,10
59,7,86,6.22,4.86,9.05,115,195,8.31
36,1.43,113,4.54,6.62,3.93,100,149,2.45
35,4.16,54,8.33,6.46,5.52,3,90,4.71
54,6.15,51,7.92,5.59,8.67,71,229,9.07
47,5.57,114,6.9,5.46,8.64,23,244,9.28
36,1.4,42,6.02,8.98,1.41,63,84,2.55
40,9.83,25,8.68,5.73,10,110,262,8.05
33,9.6,115,5.48,2.1,10,97,137,10
18,7.96,105,5.6,3.66,10,75,127,8.93
29,1.5,101,8.38,8.57,3.83,87,249,4.84
41,4.87,102,7.13,6.52,6.95,41,46,7.19
51,4.69,1,8.75,8.54,7.08,107,127,6.75
25,6.02,54,7.23,6.79,8.53,26,21,7.78
35,1.5,89,4.16,6.78,4.3,56,103,2.15
22,4.81,17,4.88,8.96,3.99,37,195,3.39
43,7.82,90,5.41,3.68,10,51,58,9.59
47,9.98,49,8.34,4.49,10,80,269,10
30,6.36,80,8.15,7.06,5.84,113,274,6.02
36,9.47,44,7.95,3,10,15,212,9.83
46,9.99,14,6.77,4.9,9.74,46,132,10
20,4.91,106,4.69,4.59,8.94,40,50,8.12
43,7.02,6,4.66,7.41,7.39,26,90,8.02
57,2.92,80,4.63,6.11,4.71,98,198,6.91
29,5.28,82,8.27,5.1,9.16,48,205,9.49
19,1.71,26,4.71,9.13,2.84,25,168,2.79
28,1.26,39,8.04,9.4,1,111,82,1.21
45,9.04,16,8.22,5.41,10,53,207,10
35,8.73,31,4.53,5.76,10,5,21,9.21
30,3.81,15,8.51,8.67,4.01,108,88,5.5
54,5.11,62,8.49,6.71,5.93,109,258,6.83
39,5.44,93,7.19,5.42,7.73,0,146,7.48
29,5.69,77,6.57,4.47,9.81,99,129,9.53
19,2.21,117,7.24,5.9,4.87,18,25,5.04
54,7.98,59,6.02,5.95,10,115,209,10
24,4.13,113,6.94,6.37,7.13,33,166,8.08
43,1.29,104,8.85,7.41,5.41,5,195,5.01
43,7.09,81,4.57,4.59,9.57,68,116,8.58
41,8.47,85,5.17,2.92,10,38,268,10
29,9.26,51,6.62,5.43,9.83,30,89,10
33,7.07,79,5.29,4.59,10,38,218,10
40,2.72,48,8.96,7.61,5.15,105,113,4.63
57,6.31,48,7.6,6.88,7.12,6,181,6.72
26,9.21,79,6.17,3.34,10,118,29,9.47
49,4.16,25,8.51,7.68,4.63,4,205,4.9
32,9.58,50,4.72,4.17,10,98,84,7.78
54,1.88,42,5.44,8.34,3.36,27,255,4.23
30,7.55,69,8.78,4.09,10,90,160,9.47
22,2.08,114,6.78,7.58,3.56,69,267,1.53
28,8.19,70,8.6,5.05,9.8,39,237,10
27,1.88,8,8.92,9.82,1,17,143,1
30,3.93,43,5.8,7.37,6.33,16,30,4.61
58,7.99,63,6.88,3.67,10,118,284,9.58
32,5.14,89,8.23,5.74,9.07,116,253,10
59,8.94,1,5.36,4.14,10,0,181,9.3
24,4.62,35,6.23,8.78,3.67,18,218,3.8
57,9.95,2,4.77,4.64,10,4,106,10
45,1.17,53,7.26,8.59,1.96,73,296,2.72
49,7.26,20,4.02,6.26,8.73,73,198,10
52,9.24,107,6.25,3.22,10,87,21,10
32,5.82,66,8.65,7.22,6.01,59,200,5.03
53,9.9,8,8.49,4.94,10,1,125,10
38,7.37,11,8.02,5.34,9.57,10,152,9.94
23,4.87,71,4.71,6.16,8.25,3,158,7.7
18,5.64,114,6.6,5.62,6.1,86,122,5.59
21,8.9,36,7.6,4.46,10,70,27,10
28,9.62,84,4.51,3.5,10,78,223,9.09
43,6,36,4.74,6.84,7.2,22,161,6.81
54,3.76,103,4.2,6.2,5.67,34,226,6.03
40,3.15,66,5.62,7.56,5.31,74,243,3.83
46,5.29,114,8.39,5.65,7.82,38,230,6.9
38,3.67,55,6.54,6.6,7.56,30,106,7.72
44,4.79,104,8.27,5.37,6.49,1,117,8.15
56,8.51,84,4.42,2.68,10,9,122,9.15
57,5.25,62,4.28,7.55,4.6,47,201,4.28
30,6.77,25,8.02,6.49,8.73,4,213,8.44
40,1.81,87,6.49,7.28,3.51,75,99,5.95
33,7.86,45,6.35,4.59,10,81,149,10
47,5.35,52,6.38,4.45,9.19,27,55,9.14
21,4.25,59,5.91,5.44,8.49,7,74,8.58
57,6.5,115,8.43,6.49,9.44,67,100,8.91
33,1.92,97,6.6,6.26,6.44,80,299,5.97
48,4.73,31,8.87,6.7,6.34,92,174,6.87
59,8.3,90,8.23,5.28,10,8,45,10
42,3.36,61,7.69,6.11,7.91,13,90,7.98
29,9.23,46,7.18,4.86,10,39,81,10
43,6.43,60,8.18,5.2,8.82,8,148,8.68
54,5.87,93,8.41,4.91,10,101,28,10
50,4.6,3,4.67,7.69,4.47,8,257,4.22
45,7.68,1,5.8,4.71,8.71,115,249,7.85
26,6.08,22,8.03,6.12,6.33,51,70,6.28
29,8.17,54,5.11,4.96,9.8,40,180,10
22,3.99,40,6.93,5.47,7.09,10,113,6.18
45,7.32,67,7.9,6.79,8.92,21,35,10
52,9.49,36,5.12,6.01,10,104,233,10
22,3.52,10,6.01,6.63,4.3,44,98,5.44
51,9.83,35,8.58,3.76,10,26,80,10
51,4.69,99,5.78,7.39,6.81,93,91,6.37
30,1.35,14,7.02,9.4,2.18,5,121,2.23
56,4.22,100,6.17,6.43,4.94,96,26,6.2
59,2.35,66,8.39,8.62,2.84,116,88,2.95
31,3.74,111,6.12,6.8,4.67,21,81,3.51
28,1.86,29,5.8,8.62,2.93,25,144,3.19
59,2.6,56,4.87,7.07,6.07,69,293,6.05
55,2.14,61,5.75,7.9,2,96,199,1
21,1.39,86,7.35,9.37,1.72,73,84,2.3
50,3.67,32,4.88,9.04,3.85,100,204,3.95
24,9.47,64,7.53,3.86,10,64,251,9.79
58,9.54,0,4.05,3.6,10,107,42,8.39
25,8.62,2,5.83,5.42,10,14,173,10
54,1.11,8,6.33,6.63,3.37,86,138,2.49
27,1.25,31,4.48,9.4,2.24,75,49,4.6
32,1.09,76,7.42,7.67,2.2,81,134,3.06
55,4.3,119,4.51,4.88,8.02,110,291,9.38
32,9.82,44,4.45,3.15,10,112,165,10
22,9.07,94,5.84,3.34,10,15,243,10
46,3.25,56,7.69,6.27,5.85,90,274,5.54
36,4.69,20,8.82,7.85,5.93,55,120,6.19
27,8.42,22,7.88,3.16,10,47,160,9.06
29,7.83,76,6.33,5.33,10,91,206,7.55
21,2.19,25,5.36,9.25,1.3,8,36,1.2
48,1.97,88,5.51,8.21,2.1,83,207,1
35,5.89,116,5.42,4.21,8.22,96,225,8.42
33,1.92,71,5.39,7.63,4.38,56,186,3.93
57,8.43,103,4.35,3.8,10,25,70,9.91
53,3.28,29,5.1,6.24,6.54,28,102,6.08
42,2.69,114,4.54,5.64,5.53,92,253,6.58
40,2.67,68,4.04,8.12,3.86,64,285,3.02
29,1.41,23,5.43,7.8,3.04,80,244,4.29
51,6.78,73,5.76,6.84,6.37,43,291,6.56
53,2.48,82,8.64,7.84,3.89,16,207,2.64
54,3.1,63,8.97,6.33,4.92,95,231,4.37
20,7.76,34,6.9,6.5,9.16,16,289,7.64
26,1.52,21,8.5,8.81,2.03,36,295,1
35,2.82,38,7.09,9.19,3.09,75,89,2.54
52,2.34,54,6.49,8.03,2.71,10,177,3.16
51,1.04,101,4.21,8.52,1.82,27,184,3.67
58,5.85,6,4.22,7.56,6.96,84,209,7.28
31,2.71,61,4.15,7.32,5.87,65,232,5.66
21,6.7,38,4.75,5.74,8.27,56,94,7.59
46,5.52,19,4.38,7.35,6.72,19,268,4.18
58,7.01,103,4.97,5.15,8.26,19,243,7.5
32,9.83,55,6.6,5.41,10,35,87,9.94
45,2.98,95,6.52,7.73,2.96,112,255,3.59
59,6.99,65,5.72,5.87,8.65,111,45,9.44
33,8.5,14,7.33,3.91,10,96,239,9.39
29,9.62,73,5.96,4.86,10,80,174,10
22,6.6,20,5.1,6.53,9.27,52,220,10
51,2.18,78,7.46,7.14,3.49,16,190,5.2
59,1.48,33,8.9,8.63,1,82,117,2.74
18,3.51,34,8.05,5.11,6.65,68,126,6.19
56,9.35,114,6.07,4.92,10,13,24,8.85
49,5.83,4,5.88,7.38,4.72,13,73,3.47
43,6.21,55,4.19,7.77,5.35,38,254,5.87
34,6.5,82,7.29,7.92,6.1,79,62,8.26
44,3.99,6,5.11,5.24,8.73,112,248,8.51
41,2.63,52,7.42,7.13,5.32,3,156,4.9
52,9.59,109,7.8,3.13,10,9,281,10
59,7.8,43,8.4,5.45,8.56,50,26,9.01
56,5.6,57,6.74,5.31,8.8,23,46,9.3
43,4.39,105,8.15,7.19,5.8,29,163,5.88
55,5.34,41,7.62,8.03,3.57,30,238,4.28
40,1.3,99,5.76,6.16,3.91,45,293,3.4
39,3.23,17,4.53,8.87,3.08,23,63,2.81
21,3.26,5,5.21,7.07,6.01,61,220,6.14
26,5.01,115,8.22,5.93,6.43,90,96,7.9
21,3.13,3,6.67,7.51,4.94,31,165,5.39
24,2.67,68,7.33,8.51,2.35,7,253,4.29
40,7.89,13,8.03,6.91,9.67,92,291,9.25
19,9.04,40,7.34,4.91,10,79,181,10
41,1.6,46,8.28,9.98,1,68,148,1
57,2.89,96,4.43,6.58,5.42,19,20,6.04
48,7.96,52,8.52,5.67,7.94,78,160,5.41
48,8.34,20,8.06,5.97,9.3,14,79,10
57,5.5,12,8.52,6.93,7.22,58,175,8.3
51,7.25,65,7.65,5.97,8.47,83,269,7.98
41,1.7,14,5.37,9.73,1.04,8,155,1
43,8.65,110,4.57,3.23,10,27,150,9.12
33,8.49,79,4.65,4.77,10,102,180,8.67
30,7.24,98,6.49,4.67,10,49,261,9.63
32,9.25,44,5.95,4.8,10,43,245,9.88
44,1.43,83,7.27,9.47,1,70,145,1
21,3.08,64,6.52,6.36,7.21,22,110,8.42
33,4.26,45,4.63,8.35,6.52,23,194,6.8
47,2.43,2,4.01,8.32,3.29,15,102,4.02
47,8.33,16,4.64,5.15,9.6,55,244,9.55
53,7.81,16,4.73,5.42,9.84,21,196,9.35
20,7.96,104,7.6,4.2,10,22,194,9.27
39,3.62,83,5.43,6.89,5.45,18,121,4.3
39,7.86,19,4.47,5.06,7.56,75,120,8.87
29,2.11,3,7.78,6.65,4.8,114,47,4.13
38,1.96,74,8.7,8.22,3.4,89,204,3.48
21,6.26,14,4.5,6.34,8.59,112,43,9.41
48,1.44,56,8.82,7.25,5.6,119,37,5.43
48,9.45,44,8.75,4.36,10,32,168,9.02
40,3.96,26,6.62,7.48,6.23,58,24,5.81
37,5.29,87,5.48,8.16,4.79,40,119,6.59
32,8.32,19,4.69,6.11,8.51,38,35,9.21
40,4.6,107,8.12,6.9,6.88,1,200,6.06
45,4.88,78,7.02,6.44,7.96,51,88,8.61
33,4.13,5,7.26,8,4.99,56,197,5.75
54,4.17,17,8.3,7.96,4.45,16,156,6.48
38,5.21,85,6.22,4.73,8.41,58,273,9.32
32,9.51,48,5.84,3.97,10,10,46,10
34,9.42,84,7.81,3.25,10,4,196,10
54,5.91,23,5.49,6,8.67,40,129,8.9
30,5.1,80,5.64,4.9,8.36,71,37,7.18
36,8.27,10,5.91,5.04,10,63,103,8.46
47,7.13,17,8.28,7.2,8.82,40,285,8.78
35,8.93,34,7.9,3.32,10,83,163,10
31,7.58,54,5.46,5.9,8.62,90,39,7.96
53,9.57,94,4.72,5.85,9.92,56,74,9.09
53,8.98,27,5.96,7.22,9,62,292,8.04
37,8.7,87,7.12,4.14,10,26,197,10
36,4.52,35,7.38,7.35,3.96,54,22,2.98
24,4.48,108,5,7.55,4.1,29,159,6.43
21,7.67,23,5.25,4.94,10,33,93,9.18
51,1.75,32,8.65,10,1.21,41,67,2.79
19,3.9,114,5.93,6.11,4.47,23,66,5.81
22,9.39,93,5.57,5.45,10,11,164,9.71
27,5.05,115,7.48,4.76,9.43,28,219,9.31
49,3.43,36,6.34,8.34,4.72,59,294,6
59,5.29,12,5.23,8.4,4.67,55,295,3.74
58,3.6,15,6.05,8.03,4.91,45,102,5.4
30,7.91,111,4.72,2.76,10,72,103,7.7
56,8.66,42,5.4,5.93,10,57,35,9.8
22,8.04,72,6.09,5.46,9.72,13,249,10
27,2.34,49,6.59,7.28,4.98,18,271,3.53
27,4.02,110,7.71,6.49,6.53,40,203,6.82
55,2.93,12,5.92,8.35,4.35,109,64,2.88
44,1.39,70,6.73,7.33,5.52,117,289,5.06
38,7.65,34,8.76,4.64,10,56,44,10
25,4.86,107,8.09,4.2,7.7,29,126,8.85
18,3.49,89,5.19,7.58,4.41,74,57,4.64
45,3.77,113,5.07,5.66,8.27,21,220,8.06
56,2.22,72,7.31,8.25,2.4,107,229,2.1
31,8.44,34,6.98,6.22,10,95,47,8.65
38,2.3,23,6.73,7.63,4.04,99,177,3.65
47,4.04,96,4.77,6.29,5.51,36,251,5.08
38,1.07,84,5.81,6.87,3.99,4,113,6.45
26,4.93,52,7.8,7.52,5.1,18,133,4.83
34,4.19,85,7.62,5,7.53,45,264,6.92
22,7.47,38,4.83,5.9,9.34,100,101,9.11
48,7.44,18,6.13,5.64,8.7,103,178,9.31
57,1.35,43,6.21,9.45,1.59,83,193,1.88
55,2.04,45,6.54,8.16,2.58,22,229,3.3
